station_id,name,lon,lat,elev_m,tzname,state
DPA,CHICAGO/DUPAGE,-88.24861,41.90778,231.0,America/Chicago,IL
IGQ,CHICAGO/LANSING,-87.52953,41.53492,188.0,America/Chicago,IL
CGX,CHICAGO/MEIGS,-87.6079,41.8588,181.0,America/Chicago,IL
ORD,Chicago OHare,-87.9316,41.9602,205.0,America/Chicago,IL
06C,Chicago - Schaumburg,-88.105,41.9912708,243.0,America/Chicago,IL
DNV,DANVILLE,-87.59552,40.1997,212.0,America/Chicago,IL
DEC,DECATUR,-88.86569,39.83456,207.0,America/Chicago,IL
DKB,DE KALB,-88.70569,41.93383,279.0,America/Chicago,IL
1H2,EFFINGHAM,-88.53352,39.07045,179.0,America/Chicago,IL
FWC,FAIRFIELD,-88.41265,38.37863,133.0,America/Chicago,IL
FOA,FLORA,-88.45311,38.66499,144.0,America/Chicago,IL
FEP,FREEPORT,-89.58199,42.24616,262.0,America/Chicago,IL
GBG,GALESBURG,-90.43114,40.938,245.0,America/Chicago,IL
HSB,HARRISBURG,-88.55026,37.81126,121.0,America/Chicago,IL
IJX,JACKSONVILLE,-90.23827,39.77461,190.0,America/Chicago,IL
JOT,JOLIET,-88.17561,41.51769,177.0,America/Chicago,IL
IKK,KANKAKEE,-87.84628,41.07139,192.0,America/Chicago,IL
C75,LACON,-89.38642,41.01929,173.0,America/Chicago,IL
LWV,LAWRENCEVILLE,-87.6055,38.76428,131.0,America/Chicago,IL
AAA,Lincoln,-89.3350278,40.1586944,182.0,America/Chicago,IL
3LF,Litchfield,-89.6746372,39.1624917,210.0,America/Chicago,IL
MQB,MACOMB MUNI,-90.65,40.52,215.0,America/Chicago,IL
MWA,MARION REGIONAL,-89.01108,37.75497,144.0,America/Chicago,IL
MTO,MATTOON/CHARLEST,-88.27924,39.47794,214.0,America/Chicago,IL
M30,Metropolis  IL,-88.75061,37.18589,384.0,America/Chicago,IL
MLI,Moline,-90.50754,41.44853,181.0,America/Chicago,IL
C09,MORRIS-WASHBURN,-88.41861,41.42528,178.0,America/Chicago,IL
AJG,Mount Carmel,-87.7266942,38.6065472,131.0,America/Chicago,IL
I63,Mount Sterling,-90.8042,39.9875,219.73824,America/Chicago,IL
MVN,MOUNT VERNON,-88.85833,38.32333,146.0,America/Chicago,IL
OLY,OLNEY-NOBLE,-88.17643,38.72183,147.0,America/Chicago,IL
PWK,PALWAUKEE,-87.90472,42.12083,203.0,America/Chicago,IL
PRG,PARIS,-87.67,39.7,199.0,America/Chicago,IL
PIA,PEORIA,-89.6839,40.6675,205.0,America/Chicago,IL
VYS,PERU,-89.15308,41.35187,199.0,America/Chicago,IL
PPQ,PITTSFIELD,-90.77843,39.63886,216.0,America/Chicago,IL
PNT,PONTIAC,-88.62394,40.92444,201.0,America/Chicago,IL
UIN,QUINCY,-91.19458,39.94285,234.0,America/Chicago,IL
TIP,RANTOUL,-88.14239,40.29356,225.0,America/Chicago,IL
RSV,Robinson,-87.649775,39.0160422,141.0,America/Chicago,IL
RPJ,Rochelle,-89.07829,41.8930014,238.0,America/Chicago,IL
RFD,Rockford,-89.08759937,42.19150564,220.0,America/Chicago,IL
LOT,ROMEOVILLE/CHI,-88.09619,41.60811,205.0,America/Chicago,IL
SLO,SALEM/LECKRONE,-88.96419,38.64287,175.0,America/Chicago,IL
SFY,Savanna,-90.1079444,42.0458333,188.0,America/Chicago,IL
SAR,SPARTA,-89.7,38.15,164.0,America/Chicago,IL
SPI,SPRINGFIELD,-89.6839,39.8447,181.0,America/Chicago,IL
SQI,STERLING ROCKFAL,-89.67631,41.74283,197.0,America/Chicago,IL
TAZ,TAYLORVILLE,-89.32778,39.53417,190.0,America/Chicago,IL
UGN,Waukegan,-87.86330075,42.42545326,216.0,America/Chicago,IL
AID,ANDERSON MUNICIP,-85.613,40.10861,280.0,America/Indiana/Indianapolis,IN
ANQ,Angola,-85.0834933,41.6396983,293.44824,America/Indiana/Indianapolis,IN
GWB,Auburn,-85.0643611,41.3071667,268.2,America/Indiana/Indianapolis,IN
HLB,Batesville,-85.2583,39.3445,296.38635,America/Indiana/Indianapolis,IN
BFR,Bedford,-86.4454,38.84,219.0,America/Indiana/Indianapolis,IN
BMG,Bloomington,-86.6166944,39.1460278,257.0,America/Indiana/Indianapolis,IN
BAK,COLUMBUS/BALKALA,-85.89633,39.26192,200.0,America/Indiana/Indianapolis,IN
CFJ,Crawfordsville,-86.9199,39.9756,243.5067,America/Indiana/Indianapolis,IN
DCY,Daviess City,-87.1297,38.7004,141.0,America/Indiana/Vincennes,IN
EKM,ELKHART MUNICIPA,-86.0,41.72,237.0,America/Indiana/Indianapolis,IN
EVV,EVANSVILLE,-87.5205,38.0441,117.0,America/Chicago,IN
FWA,FORT WAYNE,-85.18713,40.97805,248.0,America/Indiana/Indianapolis,IN
SMD,Fort Wayne - Smith,-85.1492,41.144,251.0,America/Indiana/Indianapolis,IN
FKR,Frankfort,-86.5622,40.2734,261.59732,America/Indiana/Indianapolis,IN
FRH,French Lick,-86.6369444,38.5062222,237.24536,America/Indiana/Indianapolis,IN
GYY,GARY REGIONAL,-87.41278,41.61628,180.0,America/Chicago,IN
GSH,GOSHEN,-85.79222,41.52722,252.0,America/Indiana/Indianapolis,IN
4I7,Greencastle,-86.8138056,39.6335556,253.58478,America/Indiana/Indianapolis,IN
GPC,Greencastle,-86.8155,39.6354,255.93918,America/Indiana/Indianapolis,IN
GUS,GRISSOM AFB/PERU,-86.15212,40.64809,247.0,America/Indiana/Indianapolis,IN
2R2,Henricks County,-86.48,39.7468,272.0,America/Indiana/Indianapolis,IN
HBE,Himsel Aaf,-86.0305,39.3417,214.4696,America/Indiana/Indianapolis,IN
HNB,HUNTINGBURG,-86.95,38.25,161.0,America/Indiana/Vincennes,IN
HHG,Huntington,-85.4571,40.8529,244.00758,America/Indiana/Indianapolis,IN
IND,INDIANAPOLIS,-86.30482,39.70841,241.0,America/Indiana/Indianapolis,IN
EYE,INDIANAPOLIS,-86.29583,39.825,248.0,America/Indiana/Indianapolis,IN
TYQ,Indianapolis Exec,-86.2514444,40.0306389,281.0,America/Indiana/Indianapolis,IN
HFY,Indianapolis - Greenwood Muni,-86.088,39.6276,249.97754,America/Indiana/Indianapolis,IN
MQJ,Indianapolis Mount Comfort,-85.8971,39.8435,260.9939,America/Indiana/Indianapolis,IN
UMP,Indy Metro,-86.045,39.935,242.0,America/Indiana/Indianapolis,IN
JVY,Jefferson,-85.7382,38.3654,142.65685,America/Kentucky/Louisville,IN
C62,Kendallville,-85.2541,41.4739,304.4069,America/Indiana/Indianapolis,IN
OXI,Knox,-86.6648056,41.3301944,208.8,America/Indiana/Knox,IN
OKK,KOKOMO,-86.05899,40.52818,253.0,America/Indiana/Indianapolis,IN
LAF,LAFAYETTE,-86.93333,40.41476,182.0,America/Indiana/Indianapolis,IN
PPO,La Porte,-86.7345275,41.5724722,241.0487,America/Chicago,IN
GGP,Logansport,-86.3727,40.7113,223.24077,America/Indiana/Indianapolis,IN
IMS,Madison,-85.4655,38.7589,242.6147,America/Indiana/Indianapolis,IN
MZZ,Marion,-85.6797319,40.4898637,261.8,America/Indiana/Indianapolis,IN
MGC,Michigan City,-86.8212,41.7033,197.0816,America/Chicago,IN
MCX,Monticello,-86.7668,40.7088,204.23053,America/Indiana/Indianapolis,IN
MIE,MUNCIE,-85.39575,40.24247,285.0,America/Indiana/Indianapolis,IN
UWL,New Castle,-85.325,39.8767,330.0,America/Indiana/Indianapolis,IN
1II,Nineveh,-86.0305483,39.3417172,214.45966,America/Indiana/Indianapolis,IN
C65,Plymouth,-86.3005,41.3651,244.1985,America/Indiana/Indianapolis,IN
PLD,Portland,-84.9901,40.4508,278.68958,America/Indiana/Indianapolis,IN
RZL,Rensselaer,-87.1825794,40.9478986,213.0,America/Chicago,IN
RID,Richmond,-84.8428,39.7572,345.13165,America/Indiana/Indianapolis,IN
RCR,Rochester,-86.1816944,41.0655278,240.8,America/Indiana/Indianapolis,IN
GEZ,SHELBYVILLE,-85.80481,39.58314,245.0,America/Indiana/Indianapolis,IN
SBN,SOUTH BEND,-86.31639,41.70722,237.0,America/Indiana/Indianapolis,IN
HUF,TERRE HAUTE,-87.30758,39.45147,179.0,America/Indiana/Indianapolis,IN
VPZ,VALPARAISO,-87.00708,41.45397,231.0,America/Chicago,IN
ASW,WARSAW MUNI,-85.84006,41.27469,259.0,America/Indiana/Indianapolis,IN
ANY,Anthony,-98.07952,37.1598,406.0,America/Chicago,KS
ADT,Atwood,-101.042,39.8401,904.0397,America/Chicago,KS
3AU,Augusta,-97.0779,37.6716,405.83893,America/Chicago,KS
1K1,Benton,-97.1132,37.7744,413.555,America/Chicago,KS
UKL,Burlington,-95.7249575,38.3024847,357.5,America/Chicago,KS
CNU,CHANUTE,-95.48417,37.67028,305.0,America/Chicago,KS
CFV,COFFEYVILLE,-95.57189,37.09405,226.0,America/Chicago,KS
CBK,COLBY,-101.04661,39.42744,971.0,America/Chicago,KS
3K8,Coldwater,-99.3309,37.2281,638.7335,America/Chicago,KS
CNK,CONCORDIA,-97.65,39.55,452.0,America/Chicago,KS
DDC,Dodge City,-99.96542,37.76312,790.0,America/Chicago,KS
EQA,El Dorado,-96.8176,37.7741,422.5155,America/Chicago,KS
EHA,ELKHART,-101.88003,37.00078,1099.0,America/Chicago,KS
9K7,Ellsworth,-98.2291,38.751,489.0,America/Chicago,KS
EMP,EMPORIA,-96.18972,38.33056,368.0,America/Chicago,KS
13K,Eureka,-96.2929,37.8519,365.09073,America/Chicago,KS
FLV,FORT LEAVENWORTH,-94.91469,39.36833,235.0,America/Chicago,KS
FRI,Fort Riley,-96.7644875,39.0526411,324.6,America/Chicago,KS
FSK,Fort Scott,-94.7694,37.7984,278.0,America/Chicago,KS
GCK,GARDEN_CITY,-100.72442,37.92753,881.0,America/Chicago,KS
GLD,GOODLAND,-101.69333,39.36722,1111.0,America/Denver,KS
GBD,GREAT_BEND,-98.85919,38.34425,575.0,America/Chicago,KS
HYS,HAYS_MUNI,-99.27317,38.84222,609.0,America/Chicago,KS
HLC,HILL_CITY,-99.82972,39.37556,678.0,America/Chicago,KS
HQG,Hugoton,-101.3705,37.1631,956.5196,America/Chicago,KS
HUT,HUTCHINSON,-97.86064,38.0655,470.0,America/Chicago,KS
IDP,Independence,-95.7783889,37.1583611,251.0,America/Chicago,KS
K88,Iola,-95.3869,37.8682,306.19186,America/Chicago,KS
JHN,Johnson,-101.7304,37.5782,1012.7145,America/Chicago,KS
36K,Lakin,-101.2554,37.9695,934.0,America/Chicago,KS
LQR,Larned,-99.086,38.209,613.0,America/Chicago,KS
LWC,Lawrence,-95.21147688,39.00767972,253.47006,America/Chicago,KS
3K7,Leoti,-101.3508647,38.4575264,1005.0,America/Chicago,KS
LBL,LIBERAL_MUNI,-100.95986,37.04422,879.0,America/Chicago,KS
LYO,Lyons,-98.2285625,38.3402511,518.2949,America/Chicago,KS
MHK,MANHATTAN,-96.67778,39.13528,322.0,America/Chicago,KS
MYZ,Marysville,-96.6306,39.8553,393.16907,America/Chicago,KS
IAB,MCCONNELL_AFB,-97.26733,37.623,418.0,America/Chicago,KS
MPR,Mc Pherson,-97.6913,38.3524,455.0,America/Chicago,KS
P28,MEDICINE_LODGE,-98.55278,37.28389,468.0,America/Chicago,KS
EWK,NEWTON,-97.27452,38.05823,467.0,America/Chicago,KS
NRN,NORTON,-99.89467,39.85041,720.0,America/Chicago,KS
OEL,Oakley,-100.8166,39.1017,919.16284,America/Chicago,KS
OIN,OBERLIN,-100.53933,39.83392,824.0,America/Chicago,KS
IXD,Olathe,-94.89031,38.83092,343.0,America/Chicago,KS
OJC,OLATHE (OJC),-94.73917,38.85,334.0,America/Chicago,KS
OWI,Ottawa,-95.2542,38.5409,292.66013,America/Chicago,KS
PPF,PARSONS,-95.50417,37.32778,274.0,America/Chicago,KS
PHG,PHILLIPSBURG,-99.3171,39.7358,581.0,America/Chicago,KS
PTS,Pittsburg,-94.7311389,37.4494722,289.6,America/Chicago,KS
PTT,Pratt,-98.7468681,37.7016125,595.0,America/Chicago,KS
RSL,RUSSELL,-98.81177,38.87212,568.0,America/Chicago,KS
K83,Sabetha,-95.7794,39.9042,403.0,America/Chicago,KS
SLN,SALINA,-97.65217,38.79097,388.0,America/Chicago,KS
TQK,Scott City,-100.8822,38.4782,906.70844,America/Chicago,KS
K82,Smith Center,-98.7934,39.7611,548.45166,America/Chicago,KS
SYF,St Francis,-101.795916,39.7610556,1037.3542,America/Denver,KS
19S,Sublette,-100.8329,37.4969,892.56555,America/Chicago,KS
3K3,Syracuse,-101.7463,37.9917,1005.6978,America/Denver,KS
FOE,TOPEKA (FOE),-95.66361,38.95094,329.0,America/Chicago,KS
TOP,TOPEKA (TOP),-95.62,39.07,270.0,America/Chicago,KS
ULS,Ulysses,-101.3736,37.604,930.42865,America/Chicago,KS
EGT,Wellington,-97.3883,37.32499,387.0,America/Chicago,KS
ICT,WICHITA,-97.43,37.65,408.0,America/Chicago,KS
AAO,WICHITA (AAO),-97.22,37.75,433.0,America/Chicago,KS
BEC,Wichita Beech Factory,-97.215,37.6945,424.67108,America/Chicago,KS
WLD,WINFIELD,-97.03694,37.16806,351.0,America/Chicago,KS
DWU,Ashland,-82.738,38.5545,165.28073,America/New_York,KY
BRY,Bardstown - Samuels Field,-85.4996,37.8143,194.3097,America/New_York,KY
SJS,Big Sandy,-82.6367,37.751,363.94977,America/New_York,KY
BWG,BOWLING GREEN,-86.41967,36.96453,167.0,America/Chicago,KY
FFT,CAPITAL CITY AIRPORT/FRANKFORT,-84.90333,38.18472,237.0,America/New_York,KY
CVG,Cincinnati / N Kentucky Intl,-84.67167,39.04306,267.0,America/New_York,KY
DVK,Danville,-84.7696944,37.5779167,311.5,America/New_York,KY
EKX,Elizabethtown,-85.925,37.686,232.35463,America/New_York,KY
K62,Falmouth,-84.3918,38.7041,272.0,America/New_York,KY
SYM,Fleming,-83.5874,38.215,328.18155,America/New_York,KY
FGX,Flemingsburg,-83.7434,38.5418,274.01697,America/New_York,KY
HOP,FORT CAMPBELL (AAF),-87.49618,36.66857,174.0,America/Chicago,KY
FTK,FORT KNOX/GODMAN,-85.97211,37.90706,230.0,America/New_York,KY
27K,Georgetown,-84.4347,38.2344,285.67224,America/New_York,KY
GLW,GLASGOW MUNI,-85.95375,37.03178,218.0,America/Chicago,KY
M21,Greenville,-87.1564,37.2262,125.56613,America/Chicago,KY
KY8,Hancock,-86.8592,37.953,120.59273,America/Chicago,KY
I93,Hardinsburg,-86.4412,37.784805,219.0,America/Chicago,KY
I35,Harlan Tucker Memorial,-83.3585,36.8593,465.73215,America/New_York,KY
EHR,HENDERSON CITY,-87.68569,37.80783,117.0,America/Chicago,KY
HVC,Hopkinsville,-87.4551,36.857,163.0,America/Chicago,KY
JKL,JACKSON/J. CARROLL,-83.31444,37.59139,421.0,America/New_York,KY
K24,Jamestown,-85.1027,37.009694,303.0,America/Chicago,KY
6I2,Lebanon - Springfield,-85.2418,37.6352,256.4838,America/New_York,KY
LEX,LEXINGTON/BLUEGRASS,-84.6058,38.0408,301.0,America/New_York,KY
LOZ,LONDON-CORBIN ARPT,-84.077,37.087,369.0,America/New_York,KY
LOU,LOUISVILLE/BOWMAN,-85.66372,38.228,167.0,America/New_York,KY
SDF,Louisville Intl,-85.7307643,38.17738097,146.0,America/New_York,KY
2I0,Madisonville,-87.3982,37.3559,134.0,America/Chicago,KY
5M9,Marion,-88.1097,37.3363,191.3158,America/Chicago,KY
GDA,Marion,-88.1095,37.3344,188.0,America/Chicago,KY
M25,Mayfield,-88.5847,36.7691,153.77827,America/Chicago,KY
1A6,MIDDLESBORO-BELL,-83.73742,36.61064,352.0,America/New_York,KY
EKQ,Monticello,-84.8561389,36.8552778,293.5,America/Kentucky/Monticello,KY
IOB,Mount Sterling,-83.9829,38.0575,306.06656,America/New_York,KY
CEY,Murray,-88.3728,36.6646,173.0,America/Chicago,KY
OWB,OWENSBORO/DAVIESS,-87.16683,37.73883,124.0,America/Chicago,KY
PAH,PADUCAH/BARKLEY,-88.7744,37.0563,120.0,America/Chicago,KY
PBX,Pikeville,-82.5674,37.5587,445.9922,America/New_York,KY
K22,Prestonsburg,-82.6367,37.751,363.94977,America/New_York,KY
RGA,Richmond,-84.3324,37.6315,295.15964,America/New_York,KY
I39,Richmond,-84.3323,37.6308,309.0,America/New_York,KY
SME,SOMERSET(AWOS),-84.61564,37.05358,283.0,America/New_York,KY
TWT,Sturgis,-87.9518,37.5408,110.81315,America/Chicago,KY
AAS,Taylor County,-85.3151,37.3569,269.40887,America/New_York,KY
CPF,Wendell H Ford,-83.2616,37.3874,369.47522,America/New_York,KY
BYL,Williamsburg,-84.1995,36.795,353.96262,America/New_York,KY
0R3,Abbeville,-92.0841517,29.9757608,4.6,America/Chicago,LA
IYA,Abbeville,-92.0842,29.9758,5.0,America/Chicago,LA
ESF,Alexandria - Esler,-92.28273446,31.39633781,25.399994,America/Chicago,LA
AEX,ALEXANDRIA INTL/ENGLAND AFB,-92.55861,31.33472,27.0,America/Chicago,LA
7R3,AMELIA/LAKE PALOURD,-91.09861,29.69306,2.0,America/Chicago,LA
ATP,Atlantis,-90.0269,27.1956,0.0,America/Chicago,LA
AUD,Audubon Park,-90.12989677,29.91700193,6.76615,America/Chicago,LA
BAD,BARKSDALE AFB,-93.66263,32.50193,51.0,America/Chicago,LA
BQP,Bastrop,-91.8805719,32.7560794,50.9,America/Chicago,LA
BTR,BATON ROUGE/RYAN,-91.14694,30.53722,21.0,America/Chicago,LA
WBF,Block WR29,-90.5,26.93,0.0,America/Chicago,LA
BXA,Bogalusa,-89.8649644,30.8136864,35.870052,America/Chicago,LA
BVE,BOOTHVILLE,-89.4075,29.33333,1.0,America/Chicago,LA
1B7,BOOTHVILLE/R L SUGGS HELIPORT,-89.43333,29.35,1.0,America/Chicago,LA
LNQ,Buras,-89.438,29.364,1.0,America/Chicago,LA
CVW,Cameron,-93.3,29.784,2.6456296,America/Chicago,LA
7R5,CAMERON HELIPORT,-93.3,29.78333,1.0,America/Chicago,LA
5R8,De Quincy,-93.4736111,30.4410833,27.579348,America/Chicago,LA
DRI,DE RIDDER/BEAUREGARD REGIONAL,-93.34,30.83,62.0,America/Chicago,LA
EHC,East Cameron,-92.878,28.429,0.0,America/Chicago,LA
EZP,East Cameron 321A ,-92.784,28.22,31.0,America/Chicago,LA
E12,East Cameron 345,-92.7,28.08333,0.0,America/Chicago,LA
CMB,East Cameron 47,-92.9792,29.4406,0.0,America/Chicago,LA
EIR,Eugene Island 215,-91.489,28.634,0.0,America/Chicago,LA
3B6,EUGENE ISLAND 330,-91.68,28.22,0.0,America/Chicago,LA
POE,FORT POLK (ARMY),-93.19164,31.04478,100.0,America/Chicago,LA
9F2,FOURCHON (SAWRS),-90.2,29.1,2.0,America/Chicago,LA
BKB,Fullerton - Fort Polk,-92.978051,31.09642366,103.07338,America/Chicago,LA
GAO,Galliano,-90.2611167,29.4448222,-0.39592367,America/Chicago,LA
2GL,GALLIANO HELIPRT,-90.288,29.409,3.0,America/Chicago,LA
AGI,Garden Banks,-92.44,27.546,41.0,America/Chicago,LA
SQE,GOMEX Ship Shoal 354,-90.819,28.083,-146.0,America/Chicago,LA
REG,Gonzale,-90.9333,30.1667,7.9862785,America/Chicago,LA
L38,Gonzales,-90.9406111,30.172722,1.642858,America/Chicago,LA
3L4,Grand Chenier,-92.804,29.8,4.7830763,America/Chicago,LA
AXO,GRAND ISLE (SAWRS),-89.96667,29.25,2.0,America/Chicago,LA
ANR,Green Canyon,-91.19,27.2264,0.0,America/Chicago,LA
XCN,GREEN_CANYON_184,-91.51667,27.76667,0.0,America/Chicago,LA
XER,Green Canyon 19,-90.9969,27.946,0.0,America/Chicago,LA
GRY,Green Canyon 338,-90.441,27.625,0.0,America/Chicago,LA
MKQ,Green Canyon 433,-90.0,27.52,0.0,America/Chicago,LA
TAH,Green Canyon 641,-90.71,27.33,65.0,America/Chicago,LA
HDC,HAMMOND MUNI AIRPORT,-90.42,30.52,13.0,America/Chicago,LA
XIH,High Island 179A,-94.521,29.18,0.0,America/Chicago,LA
H08,HIGH ISLAND 264C,-93.73333,28.46667,1.0,America/Chicago,LA
HUM,HOUMA-TERREBONNE,-90.66042,29.5665,3.0,America/Chicago,LA
IPN,Independence (GoM),-87.9858,28.085,0.0,America/Chicago,LA
7R4,INTRACOASTAL CITY,-92.13,29.78,5.0,America/Chicago,LA
3R7,Jennings,-92.6735,30.2427,5.5129023,America/Chicago,LA
LFT,Lafayette,-91.98956295,30.19859659,14.588288,America/Chicago,LA
LCH,Lake Charles,-93.2277037,30.12550085,4.7374153,America/Chicago,LA
CWF,Lake Charles - Chennault Intl,-93.14319,30.21059,4.0,America/Chicago,LA
GBK,Magnolia (GoM),-92.2025,27.2039,0.0,America/Chicago,LA
MZM,Main Pass 69P,-88.86161,29.294,1.0,America/Chicago,LA
3F3,Mansfield,-93.764,32.0717,99.33973,America/Chicago,LA
MKV,Marksville,-92.069,31.0946,23.0,America/Chicago,LA
MNE,Minden,-93.2980833,32.6460278,84.7,America/Chicago,LA
CYD,MISS CANYAN 807,-89.21667,28.16667,1.0,America/Chicago,LA
MDJ,Mississippi Canyon,-89.79417,28.6425,0.0,America/Chicago,LA
DSF,Mississippi Canyon 650,-88.2667,28.35,0.0,America/Chicago,LA
GLX,Mississippi Canyon 724,-88.99,28.23,55.0,America/Chicago,LA
ETO,Mississippi Canyon 941,-89.1,28.03,0.0,America/Chicago,LA
MLU,MONROE REGIONAL,-92.03769,32.51086,24.0,America/Chicago,LA
IER,NATTCHITOCHES REGIONAL AIRPORT,-93.09914,31.73572,37.0,America/Chicago,LA
ARA,New Iberia - Acadiana,-91.88452764,30.02918109,7.357297,America/Chicago,LA
7N0,New Orleans Downtown,-90.0827,29.9527,8.792443,America/Chicago,LA
NEW,NEW ORLEANS/LAKEFRO,-90.02825,30.04239,3.0,America/Chicago,LA
MSY,NEW ORLEANS/MOISANT,-90.2511,29.9933,9.0,America/Chicago,LA
NBG,NEW ORLEANS NAS,-90.035,29.8253,-6.0,America/Chicago,LA
HZR,New Roads,-91.4786667,30.7183056,10.88682,America/Chicago,LA
ACP,OAKDALE/ALLEN PARISH ARPT,-92.69,30.75,33.0,America/Chicago,LA
H78,Offshort,-88.48,28.18,0.0,America/Chicago,LA
4C0,Oil Platform,-93.18,29.78,1.0,America/Chicago,LA
OPL,Opelousas,-92.0994,30.5584,23.447739,America/Chicago,LA
PTN,PATTERSON MEMORIAL,-91.33898,29.70955,3.0,America/Chicago,LA
AQV,Peason Ridge - Ft Polk,-93.17605237,31.35691274,114.04607,America/Chicago,LA
QT8,PHI OIL PLATF,-92.43,27.53,1.0,America/Chicago,LA
QT9,PHI OIL PLATF,-90.63,27.78,1.0,America/Chicago,LA
XPY,Port Fourchon,-90.202,29.123,2.0,America/Chicago,LA
PBM,Powerball Murphy,-89.48999786,28.37,0.0,America/Chicago,LA
APS,Reserve,-90.5842,30.086,4.188735,America/Chicago,LA
RSN,Ruston,-92.5883333,32.5144444,95.0,America/Chicago,LA
VBS,Sabine 13B,-93.638333,29.47833,0.0,America/Chicago,LA
GHB,Salsa,-91.99,27.84,0.0,America/Chicago,LA
P92,Salt Point,-91.52502624,29.55903302,4.662723,America/Chicago,LA
DNK,SELF FLS/JRTK_FT_POLK ASOS,-93.15331,31.11061,113.0,America/Chicago,LA
GSM,SHIP SHOAL 207A,-90.98333,28.53333,1.0,America/Chicago,LA
SPR,Ship Shoal (GoM),-91.206,28.599,0.0,America/Chicago,LA
DTN,SHREVEPORT DOWNTOWN,-93.74502,32.54022,55.0,America/Chicago,LA
SHV,SHREVEPORT REGIONAL,-93.8244,32.4472,79.0,America/Chicago,LA
ASD,SLIDELL,-89.8222,30.3433,8.0,America/Chicago,LA
SCF,South Marsh 268,-91.8711111,29.115833,0.0,America/Chicago,LA
7R8,SOUTH MARSH ISLAND,-91.98333,28.3,1.0,America/Chicago,LA
SRN,SOUTH MARSH ISLAND BLOCK 268A,-91.86667,29.11667,0.0,America/Chicago,LA
MTK,South Pass 89E-B,-89.39583,28.69667,30.0,America/Chicago,LA
STZ,South Timbalier,-90.666,28.16,0.0,America/Chicago,LA
S58,SOUTH TIMBALIER,-90.58333,28.53333,1.0,America/Chicago,LA
OYE,South Timbalier 52B ,-90.49,28.87,-18.0,America/Chicago,LA
UXL,Sulphur,-93.3761111,30.1313889,3.0,America/Chicago,LA
JSL,Unnamed Oil Rig,-91.2567,26.2367,0.0,America/Chicago,LA
VNP,Vermillion 26,-92.368,29.467,4.0,America/Chicago,LA
VQT,Vermillion 331,-92.264,28.27,0.0,America/Chicago,LA
TVR,Vicksburg / Tallulah,-91.0299,32.3481,28.109251,America/Chicago,LA
0R4,Vidalia,-91.5065,31.562,14.531767,America/Chicago,LA
VOA,Viosca Knoll,-87.781,29.229,0.0,America/Chicago,LA
W60,W. CAMERON 560,-93.35,29.15,1.0,America/Chicago,LA
VKY,Zapata-Yorktowntlat,-88.441,29.248,0.0,America/Chicago,LA
BVY,BEVERLY MUNICIPAL,-70.91614,42.58414,33.0,America/New_York,MA
BOS,BOSTON/LOGAN INTL,-71.00973,42.36057,9.0,America/New_York,MA
CQX,CHATHAM MUNI ARPT,-69.99333,41.6875,19.0,America/New_York,MA
CEF,CHICOPEE/WESTOVER,-72.53478,42.19401,75.0,America/New_York,MA
MQE,EAST MILTON/BLUE HILL OBSERV,-71.11417,42.21207,200.0,America/New_York,MA
FIT,FITCHBURG,-71.75583,42.55194,106.0,America/New_York,MA
BED,HANSCOM FLD/BEDFORD,-71.28903,42.46995,41.0,America/New_York,MA
HYA,HYANNIS/POLANDO FLD,-70.28,41.67,16.0,America/New_York,MA
LWM,LAWRENCE MUNICIPAL,-71.12342,42.71719,45.0,America/New_York,MA
1B9,Mansfield,-71.198,42.0008,36.0,America/New_York,MA
GHG,Marshfield,-70.6721208,42.0982411,3.4,America/New_York,MA
MVY,MARTHAS VINEYARD,-70.615,41.39306,21.0,America/New_York,MA
ACK,NANTUCKET MEMORIAL,-70.06031,41.25311,15.0,America/New_York,MA
EWB,NEW BEDFORD MUNI,-70.95833,41.67639,24.0,America/New_York,MA
AQW,NORTH ADAMS,-73.17021,42.69622,476.0,America/New_York,MA
OWD,NORWOOD MEMORIAL,-71.17326,42.19123,15.0,America/New_York,MA
ORE,ORANGE (ASOS),-72.28861,42.57013,164.0,America/New_York,MA
FMH,OTIS ANGB,-70.5215,41.6585,40.0,America/New_York,MA
PSF,PITTSFIELD MUNI,-73.28917,42.42722,364.0,America/New_York,MA
PYM,PLYMOUTH MUNICIPAL,-70.72878,41.90903,45.0,America/New_York,MA
PVC,PROVINCETOWN (AWOS),-70.22,42.07,2.0,America/New_York,MA
TAN,TAUNTON MUNI AIRPORT,-71.02111,41.87556,13.0,America/New_York,MA
BAF,WESTFIELD/BARNES,-72.71611,42.15778,83.0,America/New_York,MA
ORH,Worcester,-71.87571,42.26734,308.0,America/New_York,MA
ADW,ANDREWS AFB,-76.867,38.81083,86.0,America/New_York,MD
NAK,Annapolis,-76.4891,38.9913,1.3335942,America/New_York,MD
DMH,BALTIMORE INNER HARBOR,-76.61,39.28,6.0,America/New_York,MD
MTN,BALTIMORE/MARTIN,-76.41378,39.32567,7.0,America/New_York,MD
BWI,Baltimore - Wash Intl,-76.68414363,39.17331653,42.0,America/New_York,MD
CGE,Cambridge,-76.0303992,38.5393244,5.8,America/New_York,MD
RSP,Camp David,-77.468,39.645,561.0,America/New_York,MD
0W3,Churchville,-76.202965,39.5682008,120.0,America/New_York,MD
CGS,College Park,-76.9223056,38.9805833,14.6,America/New_York,MD
CBE,Cumberland,-78.7608636,39.6154167,236.2,America/New_York,MD
